AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
PG0003+158,833,NGC7814,12,"('1.49708', '16.16361')","(0.81204, 16.14542)",0.252157570377,0.146762728888,171.056490977,144.211216623,197.268917699,x,789.3,-43.7,17.171,x,27.5,11.5,65.3,x,46.6,NGC7814,.SAS2*/,65.4,135.0,SA(s)ab: sp    LINER,SA(s)ab: sp    LINER,0.003502
PG0003+158,833,NGC0014,12,"('1.49708', '16.16361')","(2.19333, 15.81556)",0.00648740615612,2.87631063058e-12,87.4486288026,33.5389922329,168.534228303,x,602.9,-230.1,12.8,x,10.4,7.8,41.4,x,87.5,NGC14,RIBS9P.,42.2,25.0,(R)IB(s)m pec,(R)IB(s)m pec,0.002885
PG0003+158,833,UGC00017,12,"('1.49708', '16.16361')","(0.93042, 15.21833)",5.36914703789e-06,8.09028191442e-48,74.8451880228,23.9120680829,247.631743307,x,615.0,-218.0,13.0,x,8.3,5.9,44.8,x,x,UGC17,.S..9*.,44.9,-99,Sm:,Sm:,0.002929
PG0003+158,833,UGC00047,12,"('1.49708', '16.16361')","(1.65983, 17.28428)",1.04219751031e-08,1.67066613991e-297,41.2483851269,6.54790042685,171.019998267,x,614.9,-218.1,8.660272417,x,3.5,0.5,81.4,64.0,56.1,0,x,x,x,Sdm,Sdm,0.002912
PG0003+158,833,UGC00031,12,"('1.49708', '16.16361')","(1.2175, 17.1925)",3.37713921765e-09,7.77996866167e-260,46.0066764959,8.30186725984,202.7659956,x,775.8,-57.2,10.92731313,x,4.1,3.4,33.9,55.0,69.6,0,x,x,x,IAm,IAm,0.003449
PG0003+158,833,IC5377,12,"('1.49708', '16.16361')","(0.5225, 16.59028)",3.23361578589e-09,1.65580737777e-271,45.2294590975,8.0,199.752058708,x,790.6,-42.4,11.13556878,x,4.0,2.2,55.9,x,x,0,x,x,x,Im:,Im:,0.003502
PG0003+158,833,UGC00090,12,"('1.49708', '16.16361')","(2.50708, 16.94083)",2.04769437382e-12,0.0,38.7751498663,5.7243340224,197.959283614,x,648.6,-184.4,9.135804528,x,3.2,0.9,73.7,88.0,36.7,0,x,x,x,Im:,Im:,0.003029
PG0003+158,833,UGC00122,12,"('1.49708', '16.16361')","(3.32208, 17.03)",9.92068331027e-18,1.64160186411e-186,70.4305984594,20.9517541032,432.624191316,x,594.6,-238.4,12.7,x,7.6,1.1,81.4,109.0,45.3,0,x,x,x,Sdm,Sdm,0.002849
PG0003+158,833,KUG0007+154,12,"('1.49708', '16.16361')","(2.47116, 15.73466)",2.24659327856e-22,0.0,22.988094234,1.83711730709,160.692193592,x,634.6,-198.4,8.937638066,x,1.5,1.2,41.4,118.0,3.4,0,x,x,x,Spiral,Spiral,0.002991
PG0003+158,833,UGC12893,12,"('1.49708', '16.16361')","(0.11867, 17.22022)",5.07136732344e-41,0.0,36.2288558359,4.93852204612,348.967431487,x,839.5,6.5,11.82369694,x,2.9,0.8,73.1,5.0,56.4,0,x,x,x,SAdm,SAdm,0.003659
PG0003+158,833,SDSSJ000952.87+154406.9,12,"('1.49708', '16.16361')","(2.47033, 15.73526)",8.92807088252e-75,0.0,12.2158688863,0.464758001545,159.022368293,x,628.6,-204.4,8.853156536,x,0.6,0.5,16.3,143.0,28.4,0,x,x,x,HII,HII,0.002973
PG0003+158,833,SDSSJ001108.62+141422.7,12,"('1.49708', '16.16361')","(2.78594, 14.23965)",7.4250652735e-91,0.0,20.8267216685,1.48222805263,298.362051806,x,529.8,-303.2,7.461969424,x,1.3,0.7,58.0,119.0,28.2,0,x,x,x,x,x,0.002655
